timestamp,sensor_name,value
2024-05-16 15:19:42.154630,Pressure,74.52
2024-05-16 15:19:42.170631,Temperature,2.03
2024-05-16 15:19:52.173429,Pressure,62.19
2024-05-16 15:19:52.190935,Temperature,3.56
2024-05-16 15:20:02.232198,Pressure,18.48
2024-05-16 15:20:02.233199,Temperature,3.91
2024-05-16 15:20:12.265550,Pressure,18.31
2024-05-16 15:20:12.281550,Temperature,2.16
2024-05-16 15:20:22.319042,Pressure,68.06
2024-05-16 15:20:22.335046,Temperature,2.58
2024-05-16 15:20:32.364697,Pressure,60.97
2024-05-16 15:20:32.380697,Temperature,4.22
2024-05-16 15:20:42.421397,Pressure,11.98
2024-05-16 15:20:42.437418,Temperature,3.68
2024-05-16 15:20:52.462909,Pressure,92.66
2024-05-16 15:20:52.478908,Temperature,2.0
2024-05-16 15:21:02.510520,Pressure,82.71
2024-05-16 15:21:02.526520,Temperature,3.76
2024-05-16 15:21:12.540994,Pressure,4.11
2024-05-16 15:21:12.555563,Temperature,4.9
2024-05-16 15:21:22.570944,Pressure,90.98
2024-05-16 15:21:22.585941,Temperature,4.06
2024-05-16 15:21:32.603156,Pressure,34.4
2024-05-16 15:21:32.618154,Temperature,3.15
2024-05-16 15:21:42.648868,Pressure,24.59
2024-05-16 15:21:42.663872,Temperature,4.94
2024-05-16 15:21:52.697724,Pressure,37.17
2024-05-16 15:21:52.698727,Temperature,3.44
2024-05-16 15:22:02.727088,Pressure,54.36
2024-05-16 15:22:02.743088,Temperature,3.0
2024-05-16 15:22:12.776668,Pressure,44.23
2024-05-16 15:22:12.792178,Temperature,2.34
2024-05-16 15:22:22.823394,Pressure,49.37
2024-05-16 15:22:22.838902,Temperature,4.86
2024-05-16 15:22:32.872463,Pressure,79.24
2024-05-16 15:22:32.888468,Temperature,2.1
2024-05-16 15:22:42.926922,Pressure,23.84
2024-05-16 15:22:42.942921,Temperature,2.61
2024-05-16 15:22:52.978199,Pressure,71.61
2024-05-16 15:22:52.993204,Temperature,3.01
2024-05-16 15:23:03.036161,Pressure,2.62
2024-05-16 15:23:03.052163,Temperature,3.7
2024-05-16 15:23:13.076218,Pressure,72.65
2024-05-16 15:23:13.092219,Temperature,2.63
2024-05-16 15:23:23.121197,Pressure,57.26
2024-05-16 15:23:23.137247,Temperature,3.87
2024-05-16 15:23:33.160812,Pressure,91.79
2024-05-16 15:23:33.175811,Temperature,3.56
2024-05-16 15:23:43.200971,Pressure,27.33
2024-05-16 15:23:43.215991,Temperature,4.6
2024-05-16 15:23:53.243042,Pressure,64.93
2024-05-16 15:23:53.244034,Temperature,4.88
2024-05-16 15:24:03.272024,Pressure,4.78
2024-05-16 15:24:03.287532,Temperature,4.92
2024-05-16 15:24:13.308218,Pressure,81.53
2024-05-16 15:24:13.323217,Temperature,3.44
